Seqname,Source,FeatureType,Start,End,Score,Strand,Frame,x1,x2,Name,x3,Gene,gene_type,x5,x6
NC_017628.1,RefSeq,gene,2247612,2248691,.,-,.,gene-ECOK1_RS11440,cobT,Gene,cobT,protein_coding,ECOK1_RS11440,ECOK1_2190,gene-ECOK1_RS11440
NC_017628.1,RefSeq,gene,2248703,2249446,.,-,.,gene-ECOK1_RS11445,cobS,Gene,cobS,protein_coding,ECOK1_RS11445,ECOK1_2191,gene-ECOK1_RS11445
NC_017628.1,RefSeq,gene,2249443,2249988,.,-,.,gene-ECOK1_RS11450,cobU,Gene,cobU,protein_coding,ECOK1_RS11450,ECOK1_2192,gene-ECOK1_RS11450
NC_017628.1,RefSeq,gene,2251660,2253807,.,+,.,gene-ECOK1_RS11465,ECOK1_RS11465,Gene,protein_coding,ECOK1_RS11465,ECOK1_2195,gene-ECOK1_RS11465,ECOK1_RS11465
NC_017628.1,RefSeq,gene,2254178,2254822,.,-,.,gene-ECOK1_RS11470,ECOK1_RS11470,Gene,protein_coding,ECOK1_RS11470,ECOK1_2197,gene-ECOK1_RS11470,ECOK1_RS11470
NC_017628.1,RefSeq,gene,2254807,2256030,.,-,.,gene-ECOK1_RS11475,ECOK1_RS11475,Gene,protein_coding,ECOK1_RS11475,ECOK1_2198,gene-ECOK1_RS11475,ECOK1_RS11475
NC_017628.1,RefSeq,gene,2257069,2257731,.,+,.,gene-ECOK1_RS11480,ECOK1_RS11480,Gene,protein_coding,ECOK1_RS11480,gene-ECOK1_RS11480,ECOK1_RS11480,Gene
NC_017628.1,RefSeq,gene,2257745,2258941,.,+,.,gene-ECOK1_RS11485,ECOK1_RS11485,Gene,protein_coding,ECOK1_RS11485,ECOK1_2199,gene-ECOK1_RS11485,ECOK1_RS11485
NC_017628.1,RefSeq,gene,2258907,2259500,.,+,.,gene-ECOK1_RS11490,ECOK1_RS11490,Gene,protein_coding,ECOK1_RS11490,ECOK1_2200,gene-ECOK1_RS11490,ECOK1_RS11490
NC_017628.1,RefSeq,gene,2259502,2260275,.,+,.,gene-ECOK1_RS11495,ECOK1_RS11495,Gene,protein_coding,ECOK1_RS11495,ECOK1_2201,gene-ECOK1_RS11495,ECOK1_RS11495
NC_017628.1,RefSeq,gene,2261215,2262348,.,-,.,gene-ECOK1_RS11510,ECOK1_RS11510,Gene,protein_coding,ECOK1_RS11510,ECOK1_2202,gene-ECOK1_RS11510,ECOK1_RS11510
NC_017628.1,RefSeq,gene,2263951,2264709,.,+,.,gene-ECOK1_RS11525,ECOK1_RS11525,Gene,protein_coding,ECOK1_RS11525,ECOK1_2205,gene-ECOK1_RS11525,ECOK1_RS11525
NC_017628.1,RefSeq,gene,2264844,2265728,.,+,.,gene-ECOK1_RS11530,ECOK1_RS11530,Gene,protein_coding,ECOK1_RS11530,ECOK1_2206,gene-ECOK1_RS11530,ECOK1_RS11530
NC_017628.1,RefSeq,gene,2265731,2266765,.,+,.,gene-ECOK1_RS11535,ECOK1_RS11535,Gene,protein_coding,ECOK1_RS11535,ECOK1_2207,gene-ECOK1_RS11535,ECOK1_RS11535
NC_017628.1,RefSeq,gene,2269080,2269490,.,-,.,gene-ECOK1_RS11560,ECOK1_RS11560,Gene,protein_coding,ECOK1_RS11560,ECOK1_2211,gene-ECOK1_RS11560,ECOK1_RS11560
NC_017628.1,RefSeq,gene,2269478,2269879,.,-,.,gene-ECOK1_RS11565,ECOK1_RS11565,Gene,protein_coding,ECOK1_RS11565,gene-ECOK1_RS11565,ECOK1_RS11565,Gene
NC_017628.1,RefSeq,gene,2270045,2270614,.,-,.,gene-ECOK1_RS11570,ECOK1_RS11570,Gene,protein_coding,ECOK1_RS11570,ECOK1_2212,gene-ECOK1_RS11570,ECOK1_RS11570
NC_017628.1,RefSeq,gene,2270814,2271014,.,+,.,gene-ECOK1_RS29135,ECOK1_RS29135,Gene,protein_coding,ECOK1_RS29135,ECOK1_2213,gene-ECOK1_RS29135,ECOK1_RS29135
NC_017628.1,RefSeq,gene,2271254,2271394,.,-,.,gene-ECOK1_RS11580,ECOK1_RS11580,Gene,protein_coding,ECOK1_RS11580,gene-ECOK1_RS11580,ECOK1_RS11580,Gene
NC_017628.1,RefSeq,gene,2272194,2273390,.,+,.,gene-ECOK1_RS11590,ECOK1_RS11590,Gene,protein_coding,ECOK1_RS11590,ECOK1_2214,gene-ECOK1_RS11590,ECOK1_RS11590
NC_017628.1,RefSeq,gene,2273586,2273792,.,+,.,gene-ECOK1_RS27900,ECOK1_RS27900,Gene,protein_coding,ECOK1_RS27900,ECOK1_2215,gene-ECOK1_RS27900,ECOK1_RS27900
NC_017628.1,RefSeq,gene,2273886,2274488,.,+,.,gene-ECOK1_RS11600,ECOK1_RS11600,Gene,protein_coding,ECOK1_RS11600,ECOK1_2216,gene-ECOK1_RS11600,ECOK1_RS11600
NC_017628.1,RefSeq,gene,2275514,2276296,.,-,.,gene-ECOK1_RS11610,istB,Gene,istB,protein_coding,ECOK1_RS11610,ECOK1_2217,gene-ECOK1_RS11610
NC_017628.1,RefSeq,gene,2276293,2277315,.,-,.,gene-ECOK1_RS11615,istA,Gene,istA,protein_coding,ECOK1_RS11615,ECOK1_2218,gene-ECOK1_RS11615
NC_017628.1,RefSeq,gene,2278812,2279984,.,+,.,gene-ECOK1_RS11625,ECOK1_RS11625,Gene,protein_coding,ECOK1_RS11625,ECOK1_2219,gene-ECOK1_RS11625,ECOK1_RS11625
NC_017628.1,RefSeq,gene,2280515,2280772,.,-,.,gene-ECOK1_RS11630,ECOK1_RS11630,Gene,protein_coding,ECOK1_RS11630,gene-ECOK1_RS11630,ECOK1_RS11630,Gene
NC_017628.1,RefSeq,gene,2280826,2281593,.,-,.,gene-ECOK1_RS11635,ECOK1_RS11635,Gene,protein_coding,ECOK1_RS11635,ECOK1_2220,gene-ECOK1_RS11635,ECOK1_RS11635
NC_017628.1,RefSeq,gene,2281590,2282648,.,-,.,gene-ECOK1_RS11640,ECOK1_RS11640,Gene,protein_coding,ECOK1_RS11640,ECOK1_2221,gene-ECOK1_RS11640,ECOK1_RS11640
NC_017628.1,RefSeq,gene,2282667,2283656,.,-,.,gene-ECOK1_RS11645,ECOK1_RS11645,Gene,protein_coding,ECOK1_RS11645,ECOK1_2222,gene-ECOK1_RS11645,ECOK1_RS11645
NC_017628.1,RefSeq,gene,2283667,2285832,.,-,.,gene-ECOK1_RS11650,ECOK1_RS11650,Gene,protein_coding,ECOK1_RS11650,ECOK1_2223,gene-ECOK1_RS11650,ECOK1_RS11650
NC_017628.1,RefSeq,gene,2286261,2286695,.,+,.,gene-ECOK1_RS25760,ECOK1_RS25760,Gene,protein_coding,ECOK1_RS25760,ECOK1_2224,gene-ECOK1_RS25760,ECOK1_RS25760
NC_017628.1,RefSeq,gene,2286913,2289297,.,+,.,gene-ECOK1_RS11660,ECOK1_RS11660,Gene,protein_coding,ECOK1_RS11660,ECOK1_2225,gene-ECOK1_RS11660,ECOK1_RS11660
NC_017628.1,RefSeq,gene,2289294,2290199,.,+,.,gene-ECOK1_RS11665,ECOK1_RS11665,Gene,protein_coding,ECOK1_RS11665,ECOK1_2226,gene-ECOK1_RS11665,ECOK1_RS11665
NC_017628.1,RefSeq,gene,2290196,2291266,.,+,.,gene-ECOK1_RS11670,ECOK1_RS11670,Gene,protein_coding,ECOK1_RS11670,ECOK1_2227,gene-ECOK1_RS11670,ECOK1_RS11670
NC_017628.1,RefSeq,gene,2291402,2292079,.,+,.,gene-ECOK1_RS11675,ECOK1_RS11675,Gene,protein_coding,ECOK1_RS11675,ECOK1_2228,gene-ECOK1_RS11675,ECOK1_RS11675
NC_017628.1,RefSeq,gene,2292095,2292505,.,+,.,gene-ECOK1_RS11680,ECOK1_RS11680,Gene,protein_coding,ECOK1_RS11680,ECOK1_2229,gene-ECOK1_RS11680,ECOK1_RS11680
NC_017628.1,RefSeq,gene,2292726,2293547,.,+,.,gene-ECOK1_RS11685,ECOK1_RS11685,Gene,protein_coding,ECOK1_RS11685,ECOK1_2230,gene-ECOK1_RS11685,ECOK1_RS11685
NC_017628.1,RefSeq,gene,2293810,2294283,.,+,.,gene-ECOK1_RS11690,ECOK1_RS11690,Gene,protein_coding,ECOK1_RS11690,ECOK1_2231,gene-ECOK1_RS11690,ECOK1_RS11690
NC_017628.1,RefSeq,gene,2294299,2294775,.,+,.,gene-ECOK1_RS11695,yeeS,Gene,yeeS,protein_coding,ECOK1_RS11695,ECOK1_2232,gene-ECOK1_RS11695
NC_017628.1,RefSeq,gene,2294844,2295065,.,+,.,gene-ECOK1_RS11700,yeeT,Gene,yeeT,protein_coding,ECOK1_RS11700,ECOK1_2233,gene-ECOK1_RS11700
NC_017628.1,RefSeq,gene,2295139,2295507,.,+,.,gene-ECOK1_RS11705,cbeA,Gene,cbeA,protein_coding,ECOK1_RS11705,ECOK1_2234,gene-ECOK1_RS11705
NC_017628.1,RefSeq,gene,2295596,2295970,.,+,.,gene-ECOK1_RS11710,cbtA,Gene,cbtA,protein_coding,ECOK1_RS11710,ECOK1_2235,gene-ECOK1_RS11710
NC_017628.1,RefSeq,gene,2295967,2296161,.,+,.,gene-ECOK1_RS11715,yeeW,Gene,yeeW,protein_coding,ECOK1_RS11715,ECOK1_2236,gene-ECOK1_RS11715
NC_017628.1,RefSeq,gene,2296824,2296958,.,+,.,gene-ECOK1_RS11725,ECOK1_RS11725,Gene,protein_coding,ECOK1_RS11725,gene-ECOK1_RS11725,ECOK1_RS11725,Gene
NC_017628.1,RefSeq,gene,2297059,2297388,.,-,.,gene-ECOK1_RS11730,tmaR,Gene,tmaR,protein_coding,ECOK1_RS11730,ECOK1_2237,gene-ECOK1_RS11730
NC_017628.1,RefSeq,gene,2297560,2298618,.,-,.,gene-ECOK1_RS11735,yeeA,Gene,yeeA,protein_coding,ECOK1_RS11735,ECOK1_2238,gene-ECOK1_RS11735
NC_017628.1,RefSeq,gene,2298816,2299289,.,-,.,gene-ECOK1_RS11740,sbmC,Gene,sbmC,protein_coding,ECOK1_RS11740,ECOK1_2239,gene-ECOK1_RS11740
NC_017628.1,RefSeq,gene,2300782,2302209,.,+,.,gene-ECOK1_RS11750,sbcB,Gene,sbcB,protein_coding,ECOK1_RS11750,ECOK1_2241,gene-ECOK1_RS11750
NC_017628.1,RefSeq,gene,2302283,2303641,.,-,.,gene-ECOK1_RS11755,plaP,Gene,plaP,protein_coding,ECOK1_RS11755,ECOK1_2242,gene-ECOK1_RS11755
NC_017628.1,RefSeq,gene,2303631,2303693,.,-,.,gene-ECOK1_RS28425,yoeI,Gene,yoeI,protein_coding,ECOK1_RS28425,gene-ECOK1_RS28425,yoeI
NC_017628.1,RefSeq,gene,2303908,2304837,.,-,.,gene-ECOK1_RS11760,yeeY,Gene,yeeY,protein_coding,ECOK1_RS11760,ECOK1_2244,gene-ECOK1_RS11760
NC_017628.1,RefSeq,gene,2304883,2305707,.,-,.,gene-ECOK1_RS11765,yeeZ,Gene,yeeZ,protein_coding,ECOK1_RS11765,ECOK1_2245,gene-ECOK1_RS11765
NC_017628.1,RefSeq,gene,2305790,2306044,.,-,.,gene-ECOK1_RS11770,yoeB,Gene,yoeB,protein_coding,ECOK1_RS11770,ECOK1_2246,gene-ECOK1_RS11770
NC_017628.1,RefSeq,gene,2306041,2306292,.,-,.,gene-ECOK1_RS11775,yefM,Gene,yefM,protein_coding,ECOK1_RS11775,ECOK1_2247,gene-ECOK1_RS11775
NC_017628.1,RefSeq,gene,2306575,2306625,.,+,.,gene-ECOK1_RS26730,hisL,Gene,hisL,protein_coding,ECOK1_RS26730,ECOK1_2248,gene-ECOK1_RS26730
NC_017628.1,RefSeq,gene,2306771,2307670,.,+,.,gene-ECOK1_RS11780,hisG,Gene,hisG,protein_coding,ECOK1_RS11780,ECOK1_2249,gene-ECOK1_RS11780
NC_017628.1,RefSeq,gene,2307676,2308980,.,+,.,gene-ECOK1_RS11785,hisD,Gene,hisD,protein_coding,ECOK1_RS11785,ECOK1_2250,gene-ECOK1_RS11785
NC_017628.1,RefSeq,gene,2308977,2310047,.,+,.,gene-ECOK1_RS11790,hisC,Gene,hisC,protein_coding,ECOK1_RS11790,ECOK1_2251,gene-ECOK1_RS11790
NC_017628.1,RefSeq,gene,2310047,2311114,.,+,.,gene-ECOK1_RS11795,hisB,Gene,hisB,protein_coding,ECOK1_RS11795,ECOK1_2252,gene-ECOK1_RS11795
NC_017628.1,RefSeq,gene,2311114,2311704,.,+,.,gene-ECOK1_RS11800,hisH,Gene,hisH,protein_coding,ECOK1_RS11800,ECOK1_2253,gene-ECOK1_RS11800
NC_017628.1,RefSeq,gene,2311704,2312441,.,+,.,gene-ECOK1_RS11805,hisA,Gene,hisA,protein_coding,ECOK1_RS11805,ECOK1_2254,gene-ECOK1_RS11805
NC_017628.1,RefSeq,gene,2312423,2313199,.,+,.,gene-ECOK1_RS11810,hisF,Gene,hisF,protein_coding,ECOK1_RS11810,ECOK1_2255,gene-ECOK1_RS11810
NC_017628.1,RefSeq,gene,2313193,2313804,.,+,.,gene-ECOK1_RS11815,hisIE,Gene,hisIE,protein_coding,ECOK1_RS11815,ECOK1_2256,gene-ECOK1_RS11815
NC_017628.1,RefSeq,gene,2313990,2314967,.,-,.,gene-ECOK1_RS11820,wzzB,Gene,wzzB,protein_coding,ECOK1_RS11820,ECOK1_2257,gene-ECOK1_RS11820
NC_017628.1,RefSeq,gene,2315113,2316279,.,-,.,gene-ECOK1_RS11825,ugd,Gene,ugd,protein_coding,ECOK1_RS11825,ECOK1_2258,gene-ECOK1_RS11825
NC_017628.1,RefSeq,gene,2316526,2317932,.,-,.,gene-ECOK1_RS11830,gndA,Gene,gndA,protein_coding,ECOK1_RS11830,ECOK1_2259,gene-ECOK1_RS11830
NC_017628.1,RefSeq,gene,2318075,2319178,.,-,.,gene-ECOK1_RS11835,ECOK1_RS11835,Gene,protein_coding,ECOK1_RS11835,ECOK1_2260,gene-ECOK1_RS11835,ECOK1_RS11835
NC_017628.1,RefSeq,gene,2319520,2320626,.,-,.,gene-ECOK1_RS11840,ECOK1_RS11840,Gene,protein_coding,ECOK1_RS11840,ECOK1_2261,gene-ECOK1_RS11840,ECOK1_RS11840
NC_017628.1,RefSeq,gene,2320623,2321411,.,-,.,gene-ECOK1_RS11845,ECOK1_RS11845,Gene,protein_coding,ECOK1_RS11845,ECOK1_2262,gene-ECOK1_RS11845,ECOK1_RS11845
NC_017628.1,RefSeq,gene,2321408,2322343,.,-,.,gene-ECOK1_RS11850,ECOK1_RS11850,Gene,protein_coding,ECOK1_RS11850,ECOK1_2263,gene-ECOK1_RS11850,ECOK1_RS11850
NC_017628.1,RefSeq,gene,2322325,2323470,.,-,.,gene-ECOK1_RS11855,wzy,Gene,wzy,protein_coding,ECOK1_RS11855,ECOK1_2264,gene-ECOK1_RS11855
NC_017628.1,RefSeq,gene,2323572,2324819,.,-,.,gene-ECOK1_RS11860,wzx,Gene,wzx,protein_coding,ECOK1_RS11860,ECOK1_2265,gene-ECOK1_RS11860
NC_017628.1,RefSeq,gene,2324816,2325373,.,-,.,gene-ECOK1_RS11865,rfbC,Gene,rfbC,protein_coding,ECOK1_RS11865,ECOK1_2266,gene-ECOK1_RS11865
NC_017628.1,RefSeq,gene,2325381,2326256,.,-,.,gene-ECOK1_RS11870,rfbA,Gene,rfbA,protein_coding,ECOK1_RS11870,ECOK1_2267,gene-ECOK1_RS11870
NC_017628.1,RefSeq,gene,2326314,2327213,.,-,.,gene-ECOK1_RS11875,rfbD,Gene,rfbD,protein_coding,ECOK1_RS11875,ECOK1_2268,gene-ECOK1_RS11875
NC_017628.1,RefSeq,gene,2327213,2328298,.,-,.,gene-ECOK1_RS11880,rfbB,Gene,rfbB,protein_coding,ECOK1_RS11880,ECOK1_2269,gene-ECOK1_RS11880
NC_017628.1,RefSeq,gene,2328671,2329564,.,-,.,gene-ECOK1_RS11885,galF,Gene,galF,protein_coding,ECOK1_RS11885,ECOK1_2270,gene-ECOK1_RS11885
NC_017628.1,RefSeq,gene,2329739,2331133,.,-,.,gene-ECOK1_RS11890,wcaM,Gene,wcaM,protein_coding,ECOK1_RS11890,ECOK1_2271,gene-ECOK1_RS11890
NC_017628.1,RefSeq,gene,2331144,2332364,.,-,.,gene-ECOK1_RS11895,wcaL,Gene,wcaL,protein_coding,ECOK1_RS11895,ECOK1_2272,gene-ECOK1_RS11895
NC_017628.1,RefSeq,gene,2332361,2333641,.,-,.,gene-ECOK1_RS11900,wcaK,Gene,wcaK,protein_coding,ECOK1_RS11900,ECOK1_2273,gene-ECOK1_RS11900
NC_017628.1,RefSeq,gene,2334304,2335782,.,-,.,gene-ECOK1_RS11905,wzxC,Gene,wzxC,protein_coding,ECOK1_RS11905,ECOK1_2274,gene-ECOK1_RS11905
NC_017628.1,RefSeq,gene,2335784,2337178,.,-,.,gene-ECOK1_RS11910,wcaJ,Gene,wcaJ,protein_coding,ECOK1_RS11910,ECOK1_2275,gene-ECOK1_RS11910
NC_017628.1,RefSeq,gene,2337232,2338602,.,-,.,gene-ECOK1_RS11915,cpsG,Gene,cpsG,protein_coding,manB,ECOK1_RS11915,ECOK1_2276
NC_017628.1,RefSeq,gene,2338795,2340231,.,-,.,gene-ECOK1_RS11920,cpsB,Gene,cpsB,protein_coding,ECOK1_RS11920,ECOK1_2277,gene-ECOK1_RS11920
NC_017628.1,RefSeq,gene,2340234,2341457,.,-,.,gene-ECOK1_RS11925,wcaI,Gene,wcaI,protein_coding,ECOK1_RS11925,ECOK1_2278,gene-ECOK1_RS11925
NC_017628.1,RefSeq,gene,2341454,2341933,.,-,.,gene-ECOK1_RS11930,gmm,Gene,gmm,protein_coding,nudD,wcaH,yefC,ECOK1_RS11930,ECOK1_2279
NC_017628.1,RefSeq,gene,2341936,2342901,.,-,.,gene-ECOK1_RS11935,fcl,Gene,fcl,protein_coding,wcaG,yefB,ECOK1_RS11935,ECOK1_2280
NC_017628.1,RefSeq,gene,2342904,2344025,.,-,.,gene-ECOK1_RS11940,gmd,Gene,gmd,protein_coding,ECOK1_RS11940,ECOK1_2281,gene-ECOK1_RS11940
NC_017628.1,RefSeq,gene,2344052,2344600,.,-,.,gene-ECOK1_RS11945,wcaF,Gene,wcaF,protein_coding,ECOK1_RS11945,ECOK1_2282,gene-ECOK1_RS11945
NC_017628.1,RefSeq,gene,2344616,2345362,.,-,.,gene-ECOK1_RS11950,wcaE,Gene,wcaE,protein_coding,ECOK1_RS11950,ECOK1_2283,gene-ECOK1_RS11950
NC_017628.1,RefSeq,gene,2345443,2346663,.,-,.,gene-ECOK1_RS11955,wcaD,Gene,wcaD,protein_coding,ECOK1_RS11955,ECOK1_2284,gene-ECOK1_RS11955
NC_017628.1,RefSeq,gene,2346638,2347855,.,-,.,gene-ECOK1_RS11960,wcaC,Gene,wcaC,protein_coding,ECOK1_RS11960,ECOK1_2285,gene-ECOK1_RS11960
NC_017628.1,RefSeq,gene,2347852,2348340,.,-,.,gene-ECOK1_RS11965,wcaB,Gene,wcaB,protein_coding,ECOK1_RS11965,ECOK1_2286,gene-ECOK1_RS11965
NC_017628.1,RefSeq,gene,2348343,2349182,.,-,.,gene-ECOK1_RS11970,wcaA,Gene,wcaA,protein_coding,ECOK1_RS11970,ECOK1_2287,gene-ECOK1_RS11970
NC_017628.1,RefSeq,gene,2349311,2351473,.,-,.,gene-ECOK1_RS11975,wzc,Gene,wzc,protein_coding,ECOK1_RS11975,ECOK1_2288,gene-ECOK1_RS11975
NC_017628.1,RefSeq,gene,2351476,2351919,.,-,.,gene-ECOK1_RS11980,wzb,Gene,wzb,protein_coding,ECOK1_RS11980,ECOK1_2289,gene-ECOK1_RS11980
NC_017628.1,RefSeq,gene,2351925,2353064,.,-,.,gene-ECOK1_RS11985,wza,Gene,wza,protein_coding,ECOK1_RS11985,ECOK1_2290,gene-ECOK1_RS11985
NC_017628.1,RefSeq,gene,2353373,2353522,.,+,.,gene-ECOK1_RS28810,ECOK1_RS28810,Gene,protein_coding,ECOK1_RS28810,gene-ECOK1_RS28810,ECOK1_RS28810,Gene
NC_017628.1,RefSeq,gene,2353722,2355305,.,+,.,gene-ECOK1_RS11990,yegH,Gene,yegH,protein_coding,ECOK1_RS11990,ECOK1_2291,gene-ECOK1_RS11990
NC_017628.1,RefSeq,gene,2355380,2355718,.,+,.,gene-ECOK1_RS11995,ECOK1_RS11995,Gene,protein_coding,ECOK1_RS11995,ECOK1_2292,gene-ECOK1_RS11995,ECOK1_RS11995
NC_017628.1,RefSeq,gene,2355708,2355998,.,+,.,gene-ECOK1_RS12000,ECOK1_RS12000,Gene,protein_coding,ECOK1_RS12000,ECOK1_2293,gene-ECOK1_RS12000,ECOK1_RS12000
NC_017628.1,RefSeq,gene,2356051,2357904,.,-,.,gene-ECOK1_RS12005,asmA,Gene,asmA,protein_coding,ECOK1_RS12005,ECOK1_2294,gene-ECOK1_RS12005
NC_017628.1,RefSeq,gene,2357926,2358507,.,-,.,gene-ECOK1_RS12010,dcd,Gene,dcd,protein_coding,ECOK1_RS12010,ECOK1_2295,gene-ECOK1_RS12010
NC_017628.1,RefSeq,gene,2358599,2359240,.,-,.,gene-ECOK1_RS12015,udk,Gene,udk,protein_coding,ECOK1_RS12015,ECOK1_2296,gene-ECOK1_RS12015
NC_017628.1,RefSeq,gene,2359558,2362875,.,+,.,gene-ECOK1_RS12020,dgcE,Gene,dgcE,protein_coding,ECOK1_RS12020,ECOK1_2297,gene-ECOK1_RS12020
NC_017628.1,RefSeq,gene,2362986,2363834,.,-,.,gene-ECOK1_RS12025,alkA,Gene,alkA,protein_coding,ECOK1_RS12025,ECOK1_2298,gene-ECOK1_RS12025
NC_017628.1,RefSeq,gene,2363968,2365320,.,+,.,gene-ECOK1_RS12030,yegD,Gene,yegD,protein_coding,ECOK1_RS12030,ECOK1_2300,gene-ECOK1_RS12030
NC_017628.1,RefSeq,gene,2365333,2367273,.,-,.,gene-ECOK1_RS12035,yegI,Gene,yegI,protein_coding,ECOK1_RS12035,ECOK1_2301,gene-ECOK1_RS12035
NC_017628.1,RefSeq,gene,2367270,2368031,.,-,.,gene-ECOK1_RS12040,pphC,Gene,pphC,protein_coding,ECOK1_RS12040,ECOK1_2302,gene-ECOK1_RS12040
NC_017628.1,RefSeq,gene,2368028,2368687,.,-,.,gene-ECOK1_RS12045,yegL,Gene,yegL,protein_coding,ECOK1_RS12045,ECOK1_2303,gene-ECOK1_RS12045
NC_017628.1,RefSeq,gene,2368905,2368961,.,-,.,gene-ECOK1_RS28430,ECOK1_RS28430,Gene,protein_coding,ECOK1_RS28430,gene-ECOK1_RS28430,ECOK1_RS28430,Gene
NC_017628.1,RefSeq,gene,2369233,2369289,.,-,.,gene-ECOK1_RS28435,ECOK1_RS28435,Gene,protein_coding,ECOK1_RS28435,gene-ECOK1_RS28435,ECOK1_RS28435,Gene
NC_017628.1,RefSeq,gene,2369568,2370815,.,+,.,gene-ECOK1_RS12050,mdtA,Gene,mdtA,protein_coding,ECOK1_RS12050,ECOK1_2304,gene-ECOK1_RS12050
NC_017628.1,RefSeq,gene,2370815,2373937,.,+,.,gene-ECOK1_RS12055,mdtB,Gene,mdtB,protein_coding,ECOK1_RS12055,ECOK1_2305,gene-ECOK1_RS12055
NC_017628.1,RefSeq,gene,2373938,2377015,.,+,.,gene-ECOK1_RS12060,mdtC,Gene,mdtC,protein_coding,ECOK1_RS12060,ECOK1_2306,gene-ECOK1_RS12060
NC_017628.1,RefSeq,gene,2377016,2378431,.,+,.,gene-ECOK1_RS12065,mdtD,Gene,mdtD,protein_coding,ECOK1_RS12065,ECOK1_2307,gene-ECOK1_RS12065
NC_017628.1,RefSeq,gene,2378428,2379831,.,+,.,gene-ECOK1_RS12070,baeS,Gene,baeS,protein_coding,ECOK1_RS12070,ECOK1_2308,gene-ECOK1_RS12070
NC_017628.1,RefSeq,gene,2379828,2380550,.,+,.,gene-ECOK1_RS12075,baeR,Gene,baeR,protein_coding,ECOK1_RS12075,ECOK1_2309,gene-ECOK1_RS12075
NC_017628.1,RefSeq,gene,2380730,2381062,.,+,.,gene-ECOK1_RS12080,yegP,Gene,yegP,protein_coding,ECOK1_RS12080,ECOK1_2310,gene-ECOK1_RS12080
NC_017628.1,RefSeq,gene,2381187,2381792,.,-,.,gene-ECOK1_RS12085,ECOK1_RS12085,Gene,protein_coding,ECOK1_RS12085,ECOK1_2311,gene-ECOK1_RS12085,ECOK1_RS12085
NC_017628.1,RefSeq,gene,2381853,2383961,.,-,.,gene-ECOK1_RS12090,ECOK1_RS12090,Gene,protein_coding,ECOK1_RS12090,ECOK1_2312,gene-ECOK1_RS12090,ECOK1_RS12090
NC_017628.1,RefSeq,gene,2383972,2384688,.,-,.,gene-ECOK1_RS12095,ECOK1_RS12095,Gene,protein_coding,ECOK1_RS12095,ECOK1_2313,gene-ECOK1_RS12095,ECOK1_RS12095
NC_017628.1,RefSeq,gene,2384688,2385902,.,-,.,gene-ECOK1_RS12100,ECOK1_RS12100,Gene,protein_coding,ECOK1_RS12100,ECOK1_2314,gene-ECOK1_RS12100,ECOK1_RS12100
NC_017628.1,RefSeq,gene,2386390,2387751,.,+,.,gene-ECOK1_RS12105,yegQ,Gene,yegQ,protein_coding,ECOK1_RS12105,ECOK1_2315,gene-ECOK1_RS12105
NC_017628.1,RefSeq,gene,2388251,2388568,.,-,.,gene-ECOK1_RS12115,yegR,Gene,yegR,protein_coding,ECOK1_RS12115,ECOK1_2317,gene-ECOK1_RS12115
NC_017628.1,RefSeq,gene,2388984,2389883,.,+,.,gene-ECOK1_RS12120,yegS,Gene,yegS,protein_coding,ECOK1_RS12120,ECOK1_2318,gene-ECOK1_RS12120
NC_017628.1,RefSeq,gene,2389965,2390738,.,-,.,gene-ECOK1_RS12125,ECOK1_RS12125,Gene,protein_coding,ECOK1_RS12125,ECOK1_2319,gene-ECOK1_RS12125,ECOK1_RS12125
NC_017628.1,RefSeq,gene,2390844,2391884,.,-,.,gene-ECOK1_RS12130,gatD,Gene,gatD,protein_coding,ECOK1_RS12130,ECOK1_2320,gene-ECOK1_RS12130
NC_017628.1,RefSeq,gene,2391932,2393287,.,-,.,gene-ECOK1_RS12135,ECOK1_RS12135,Gene,protein_coding,ECOK1_RS12135,ECOK1_2321,gene-ECOK1_RS12135,ECOK1_RS12135
NC_017628.1,RefSeq,gene,2393291,2393575,.,-,.,gene-ECOK1_RS12140,gatB,Gene,gatB,protein_coding,ECOK1_RS12140,ECOK1_2322,gene-ECOK1_RS12140
NC_017628.1,RefSeq,gene,2393606,2394058,.,-,.,gene-ECOK1_RS12145,gatA,Gene,gatA,protein_coding,ECOK1_RS12145,ECOK1_2323,gene-ECOK1_RS12145
NC_017628.1,RefSeq,gene,2394068,2395330,.,-,.,gene-ECOK1_RS12150,gatZ,Gene,gatZ,protein_coding,ECOK1_RS12150,ECOK1_2324,gene-ECOK1_RS12150
NC_017628.1,RefSeq,gene,2395359,2396213,.,-,.,gene-ECOK1_RS12155,gatY,Gene,gatY,protein_coding,ECOK1_RS12155,ECOK1_2325,gene-ECOK1_RS12155
NC_017628.1,RefSeq,gene,2396442,2397494,.,-,.,gene-ECOK1_RS12160,fbaB,Gene,fbaB,protein_coding,ECOK1_RS12160,ECOK1_2326,gene-ECOK1_RS12160
NC_017628.1,RefSeq,gene,2397751,2399028,.,+,.,gene-ECOK1_RS12165,yegT,Gene,yegT,protein_coding,ECOK1_RS12165,ECOK1_2328,gene-ECOK1_RS12165
NC_017628.1,RefSeq,gene,2399025,2400029,.,+,.,gene-ECOK1_RS12170,yegU,Gene,yegU,protein_coding,ECOK1_RS12170,ECOK1_2329,gene-ECOK1_RS12170
