	chrom	source	type	start	end	score	strand	phase	attributes	ID	Name	gbkey	gene	gene_biotype	gene_synonym	locus_tag	old_locus_tag	gieStain
1781	NC_017628.1	RefSeq	gene	1871363	1871407	.	-	.	ID=gene-ECOK1_RS28350;Name=pheM;gbkey=Gene;gene=pheM;gene_biotype=protein_coding;locus_tag=ECOK1_RS28350;old_locus_tag=ECOK1_1835	gene-ECOK1_RS28350	pheM	Gene	pheM	protein_coding		ECOK1_RS28350	ECOK1_1835	.
1782	NC_017628.1	RefSeq	gene	1871530	1871886	.	-	.	ID=gene-ECOK1_RS09560;Name=rplT;gbkey=Gene;gene=rplT;gene_biotype=protein_coding;locus_tag=ECOK1_RS09560;old_locus_tag=ECOK1_1836	gene-ECOK1_RS09560	rplT	Gene	rplT	protein_coding		ECOK1_RS09560	ECOK1_1836	.
1783	NC_017628.1	RefSeq	gene	1871939	1872136	.	-	.	ID=gene-ECOK1_RS09565;Name=rpmI;gbkey=Gene;gene=rpmI;gene_biotype=protein_coding;locus_tag=ECOK1_RS09565;old_locus_tag=ECOK1_1837	gene-ECOK1_RS09565	rpmI	Gene	rpmI	protein_coding		ECOK1_RS09565	ECOK1_1837	.
1784	NC_017628.1	RefSeq	gene	1872233	1872775	.	-	.	ID=gene-ECOK1_RS09570;Name=infC;gbkey=Gene;gene=infC;gene_biotype=protein_coding;locus_tag=ECOK1_RS09570;old_locus_tag=ECOK1_1838	gene-ECOK1_RS09570	infC	Gene	infC	protein_coding		ECOK1_RS09570	ECOK1_1838	.
1785	NC_017628.1	RefSeq	gene	1872779	1874707	.	-	.	ID=gene-ECOK1_RS09575;Name=thrS;gbkey=Gene;gene=thrS;gene_biotype=protein_coding;locus_tag=ECOK1_RS09575;old_locus_tag=ECOK1_1839	gene-ECOK1_RS09575	thrS	Gene	thrS	protein_coding		ECOK1_RS09575	ECOK1_1839	.
1786	NC_017628.1	RefSeq	gene	1875314	1876011	.	-	.	ID=gene-ECOK1_RS09580;Name=ECOK1_RS09580;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ECOK1_RS09580;old_locus_tag=ECOK1_1840	gene-ECOK1_RS09580	ECOK1_RS09580	Gene		protein_coding		ECOK1_RS09580	ECOK1_1840	.
1787	NC_017628.1	RefSeq	gene	1876124	1876231	.	+	.	ID=gene-ECOK1_RS09590;Name=yniD;gbkey=Gene;gene=yniD;gene_biotype=protein_coding;locus_tag=ECOK1_RS09590;old_locus_tag=ECOK1_1842	gene-ECOK1_RS09590	yniD	Gene	yniD	protein_coding		ECOK1_RS09590	ECOK1_1842	.
1788	NC_017628.1	RefSeq	gene	1876284	1877042	.	-	.	ID=gene-ECOK1_RS09595;Name=ydiY;gbkey=Gene;gene=ydiY;gene_biotype=protein_coding;locus_tag=ECOK1_RS09595;old_locus_tag=ECOK1_1843	gene-ECOK1_RS09595	ydiY	Gene	ydiY	protein_coding		ECOK1_RS09595	ECOK1_1843	.
1789	NC_017628.1	RefSeq	gene	1877328	1878257	.	+	.	ID=gene-ECOK1_RS09600;Name=pfkB;gbkey=Gene;gene=pfkB;gene_biotype=protein_coding;locus_tag=ECOK1_RS09600;old_locus_tag=ECOK1_1844	gene-ECOK1_RS09600	pfkB	Gene	pfkB	protein_coding		ECOK1_RS09600	ECOK1_1844	.
1790	NC_017628.1	RefSeq	gene	1878358	1878648	.	+	.	ID=gene-ECOK1_RS09605;Name=ghoS;gbkey=Gene;gene=ghoS;gene_biotype=protein_coding;locus_tag=ECOK1_RS09605;old_locus_tag=ECOK1_1845	gene-ECOK1_RS09605	ghoS	Gene	ghoS	protein_coding		ECOK1_RS09605	ECOK1_1845	.
1791	NC_017628.1	RefSeq	gene	1878754	1879614	.	+	.	ID=gene-ECOK1_RS09610;Name=yniA;gbkey=Gene;gene=yniA;gene_biotype=protein_coding;locus_tag=ECOK1_RS09610;old_locus_tag=ECOK1_1846	gene-ECOK1_RS09610	yniA	Gene	yniA	protein_coding		ECOK1_RS09610	ECOK1_1846	.
1792	NC_017628.1	RefSeq	gene	1879655	1880191	.	-	.	ID=gene-ECOK1_RS09615;Name=yniB;gbkey=Gene;gene=yniB;gene_biotype=protein_coding;locus_tag=ECOK1_RS09615;old_locus_tag=ECOK1_1847	gene-ECOK1_RS09615	yniB	Gene	yniB	protein_coding		ECOK1_RS09615	ECOK1_1847	.
1793	NC_017628.1	RefSeq	gene	1880338	1881006	.	+	.	ID=gene-ECOK1_RS09620;Name=hxpB;gbkey=Gene;gene=hxpB;gene_biotype=protein_coding;locus_tag=ECOK1_RS09620;old_locus_tag=ECOK1_1848	gene-ECOK1_RS09620	hxpB	Gene	hxpB	protein_coding		ECOK1_RS09620	ECOK1_1848	.
1794	NC_017628.1	RefSeq	gene	1881170	1881760	.	+	.	ID=gene-ECOK1_RS09625;Name=ydjM;gbkey=Gene;gene=ydjM;gene_biotype=protein_coding;locus_tag=ECOK1_RS09625;old_locus_tag=ECOK1_1849	gene-ECOK1_RS09625	ydjM	Gene	ydjM	protein_coding		ECOK1_RS09625	ECOK1_1849	.
1795	NC_017628.1	RefSeq	gene	1881893	1883284	.	+	.	ID=gene-ECOK1_RS09630;Name=tcyP;gbkey=Gene;gene=tcyP;gene_biotype=protein_coding;locus_tag=ECOK1_RS09630;old_locus_tag=ECOK1_1850	gene-ECOK1_RS09630	tcyP	Gene	tcyP	protein_coding		ECOK1_RS09630	ECOK1_1850	.
1796	NC_017628.1	RefSeq	gene	1883331	1883594	.	-	.	ID=gene-ECOK1_RS09635;Name=cedA;gbkey=Gene;gene=cedA;gene_biotype=protein_coding;locus_tag=ECOK1_RS09635;old_locus_tag=ECOK1_1851	gene-ECOK1_RS09635	cedA	Gene	cedA	protein_coding		ECOK1_RS09635	ECOK1_1851	.
1797	NC_017628.1	RefSeq	gene	1883777	1886038	.	+	.	ID=gene-ECOK1_RS09640;Name=katE;gbkey=Gene;gene=katE;gene_biotype=protein_coding;locus_tag=ECOK1_RS09640;old_locus_tag=ECOK1_1852	gene-ECOK1_RS09640	katE	Gene	katE	protein_coding		ECOK1_RS09640	ECOK1_1852	.
1798	NC_017628.1	RefSeq	gene	1886084	1886842	.	-	.	ID=gene-ECOK1_RS09645;Name=chbG;gbkey=Gene;gene=chbG;gene_biotype=protein_coding;locus_tag=ECOK1_RS09645;old_locus_tag=ECOK1_1853	gene-ECOK1_RS09645	chbG	Gene	chbG	protein_coding		ECOK1_RS09645	ECOK1_1853	.
1799	NC_017628.1	RefSeq	gene	1886855	1888207	.	-	.	ID=gene-ECOK1_RS09650;Name=celF;gbkey=Gene;gene=celF;gene_biotype=protein_coding;gene_synonym=chbF;locus_tag=ECOK1_RS09650;old_locus_tag=ECOK1_1854	gene-ECOK1_RS09650	celF	Gene	celF	protein_coding	chbF	ECOK1_RS09650	ECOK1_1854	.
1800	NC_017628.1	RefSeq	gene	1888311	1889153	.	-	.	ID=gene-ECOK1_RS09655;Name=chbR;gbkey=Gene;gene=chbR;gene_biotype=protein_coding;locus_tag=ECOK1_RS09655;old_locus_tag=ECOK1_1855	gene-ECOK1_RS09655	chbR	Gene	chbR	protein_coding		ECOK1_RS09655	ECOK1_1855	.
1801	NC_017628.1	RefSeq	gene	1889161	1889511	.	-	.	ID=gene-ECOK1_RS09660;Name=chbA;gbkey=Gene;gene=chbA;gene_biotype=protein_coding;locus_tag=ECOK1_RS09660;old_locus_tag=ECOK1_1856	gene-ECOK1_RS09660	chbA	Gene	chbA	protein_coding		ECOK1_RS09660	ECOK1_1856	.
1802	NC_017628.1	RefSeq	gene	1889562	1890920	.	-	.	ID=gene-ECOK1_RS09665;Name=chbC;gbkey=Gene;gene=chbC;gene_biotype=protein_coding;locus_tag=ECOK1_RS09665;old_locus_tag=ECOK1_1857	gene-ECOK1_RS09665	chbC	Gene	chbC	protein_coding		ECOK1_RS09665	ECOK1_1857	.
1803	NC_017628.1	RefSeq	gene	1891005	1891325	.	-	.	ID=gene-ECOK1_RS09670;Name=chbB;gbkey=Gene;gene=chbB;gene_biotype=protein_coding;locus_tag=ECOK1_RS09670;old_locus_tag=ECOK1_1858	gene-ECOK1_RS09670	chbB	Gene	chbB	protein_coding		ECOK1_RS09670	ECOK1_1858	.
1804	NC_017628.1	RefSeq	gene	1891624	1891962	.	-	.	ID=gene-ECOK1_RS09675;Name=osmE;gbkey=Gene;gene=osmE;gene_biotype=protein_coding;locus_tag=ECOK1_RS09675;old_locus_tag=ECOK1_1859	gene-ECOK1_RS09675	osmE	Gene	osmE	protein_coding		ECOK1_RS09675	ECOK1_1859	.
1805	NC_017628.1	RefSeq	gene	1892164	1892991	.	+	.	ID=gene-ECOK1_RS09680;Name=nadE;gbkey=Gene;gene=nadE;gene_biotype=protein_coding;locus_tag=ECOK1_RS09680;old_locus_tag=ECOK1_1860	gene-ECOK1_RS09680	nadE	Gene	nadE	protein_coding		ECOK1_RS09680	ECOK1_1860	.
1806	NC_017628.1	RefSeq	gene	1893221	1894108	.	+	.	ID=gene-ECOK1_RS09690;Name=cho;gbkey=Gene;gene=cho;gene_biotype=protein_coding;locus_tag=ECOK1_RS09690;old_locus_tag=ECOK1_1862	gene-ECOK1_RS09690	cho	Gene	cho	protein_coding		ECOK1_RS09690	ECOK1_1862	.
1807	NC_017628.1	RefSeq	gene	1894068	1894643	.	-	.	ID=gene-ECOK1_RS09695;Name=ves;gbkey=Gene;gene=ves;gene_biotype=protein_coding;locus_tag=ECOK1_RS09695;old_locus_tag=ECOK1_1861	gene-ECOK1_RS09695	ves	Gene	ves	protein_coding		ECOK1_RS09695	ECOK1_1861	.
1808	NC_017628.1	RefSeq	gene	1894846	1895331	.	-	.	ID=gene-ECOK1_RS09700;Name=spy;gbkey=Gene;gene=spy;gene_biotype=protein_coding;locus_tag=ECOK1_RS09700;old_locus_tag=ECOK1_1863	gene-ECOK1_RS09700	spy	Gene	spy	protein_coding		ECOK1_RS09700	ECOK1_1863	.
1809	NC_017628.1	RefSeq	gene	1895661	1896629	.	-	.	ID=gene-ECOK1_RS09705;Name=astE;gbkey=Gene;gene=astE;gene_biotype=protein_coding;locus_tag=ECOK1_RS09705;old_locus_tag=ECOK1_1864	gene-ECOK1_RS09705	astE	Gene	astE	protein_coding		ECOK1_RS09705	ECOK1_1864	.
1810	NC_017628.1	RefSeq	gene	1896622	1897965	.	-	.	ID=gene-ECOK1_RS09710;Name=astB;gbkey=Gene;gene=astB;gene_biotype=protein_coding;locus_tag=ECOK1_RS09710;old_locus_tag=ECOK1_1865	gene-ECOK1_RS09710	astB	Gene	astB	protein_coding		ECOK1_RS09710	ECOK1_1865	.
1811	NC_017628.1	RefSeq	gene	1897962	1899440	.	-	.	ID=gene-ECOK1_RS09715;Name=astD;gbkey=Gene;gene=astD;gene_biotype=protein_coding;locus_tag=ECOK1_RS09715;old_locus_tag=ECOK1_1866	gene-ECOK1_RS09715	astD	Gene	astD	protein_coding		ECOK1_RS09715	ECOK1_1866	.
1812	NC_017628.1	RefSeq	gene	1899437	1900471	.	-	.	ID=gene-ECOK1_RS09720;Name=astA;gbkey=Gene;gene=astA;gene_biotype=protein_coding;locus_tag=ECOK1_RS09720;old_locus_tag=ECOK1_1867	gene-ECOK1_RS09720	astA	Gene	astA	protein_coding		ECOK1_RS09720	ECOK1_1867	.
1813	NC_017628.1	RefSeq	gene	1900468	1901688	.	-	.	ID=gene-ECOK1_RS09725;Name=astC;gbkey=Gene;gene=astC;gene_biotype=protein_coding;locus_tag=ECOK1_RS09725;old_locus_tag=ECOK1_1868	gene-ECOK1_RS09725	astC	Gene	astC	protein_coding		ECOK1_RS09725	ECOK1_1868	.
1814	NC_017628.1	RefSeq	gene	1902134	1902940	.	+	.	ID=gene-ECOK1_RS09730;Name=xthA;gbkey=Gene;gene=xthA;gene_biotype=protein_coding;locus_tag=ECOK1_RS09730;old_locus_tag=ECOK1_1869	gene-ECOK1_RS09730	xthA	Gene	xthA	protein_coding		ECOK1_RS09730	ECOK1_1869	.
1815	NC_017628.1	RefSeq	gene	1903107	1903817	.	+	.	ID=gene-ECOK1_RS09735;Name=ydjX;gbkey=Gene;gene=ydjX;gene_biotype=protein_coding;locus_tag=ECOK1_RS09735;old_locus_tag=ECOK1_1870	gene-ECOK1_RS09735	ydjX	Gene	ydjX	protein_coding		ECOK1_RS09735	ECOK1_1870	.
1816	NC_017628.1	RefSeq	gene	1903822	1904499	.	+	.	ID=gene-ECOK1_RS09740;Name=ydjY;gbkey=Gene;gene=ydjY;gene_biotype=protein_coding;locus_tag=ECOK1_RS09740;old_locus_tag=ECOK1_1871	gene-ECOK1_RS09740	ydjY	Gene	ydjY	protein_coding		ECOK1_RS09740	ECOK1_1871	.
1817	NC_017628.1	RefSeq	gene	1904513	1905220	.	+	.	ID=gene-ECOK1_RS09745;Name=ydjZ;gbkey=Gene;gene=ydjZ;gene_biotype=protein_coding;locus_tag=ECOK1_RS09745;old_locus_tag=ECOK1_1872	gene-ECOK1_RS09745	ydjZ	Gene	ydjZ	protein_coding		ECOK1_RS09745	ECOK1_1872	.
1818	NC_017628.1	RefSeq	gene	1905220	1905768	.	+	.	ID=gene-ECOK1_RS09750;Name=ynjA;gbkey=Gene;gene=ynjA;gene_biotype=protein_coding;locus_tag=ECOK1_RS09750;old_locus_tag=ECOK1_1873	gene-ECOK1_RS09750	ynjA	Gene	ynjA	protein_coding		ECOK1_RS09750	ECOK1_1873	.
1819	NC_017628.1	RefSeq	gene	1905778	1906944	.	+	.	ID=gene-ECOK1_RS09755;Name=ynjB;gbkey=Gene;gene=ynjB;gene_biotype=protein_coding;locus_tag=ECOK1_RS09755;old_locus_tag=ECOK1_1874	gene-ECOK1_RS09755	ynjB	Gene	ynjB	protein_coding		ECOK1_RS09755	ECOK1_1874	.
1820	NC_017628.1	RefSeq	gene	1906917	1908452	.	+	.	ID=gene-ECOK1_RS09760;Name=ynjC;gbkey=Gene;gene=ynjC;gene_biotype=protein_coding;locus_tag=ECOK1_RS09760;old_locus_tag=ECOK1_1875	gene-ECOK1_RS09760	ynjC	Gene	ynjC	protein_coding		ECOK1_RS09760	ECOK1_1875	.
1821	NC_017628.1	RefSeq	gene	1908452	1909105	.	+	.	ID=gene-ECOK1_RS09765;Name=ynjD;gbkey=Gene;gene=ynjD;gene_biotype=protein_coding;locus_tag=ECOK1_RS09765;old_locus_tag=ECOK1_1876	gene-ECOK1_RS09765	ynjD	Gene	ynjD	protein_coding		ECOK1_RS09765	ECOK1_1876	.
1822	NC_017628.1	RefSeq	gene	1909172	1910479	.	+	.	ID=gene-ECOK1_RS09770;Name=ynjE;gbkey=Gene;gene=ynjE;gene_biotype=protein_coding;locus_tag=ECOK1_RS09770;old_locus_tag=ECOK1_1877	gene-ECOK1_RS09770	ynjE	Gene	ynjE	protein_coding		ECOK1_RS09770	ECOK1_1877	.
1823	NC_017628.1	RefSeq	gene	1910488	1911108	.	-	.	ID=gene-ECOK1_RS09775;Name=ynjF;gbkey=Gene;gene=ynjF;gene_biotype=protein_coding;locus_tag=ECOK1_RS09775;old_locus_tag=ECOK1_1878	gene-ECOK1_RS09775	ynjF	Gene	ynjF	protein_coding		ECOK1_RS09775	ECOK1_1878	.
1824	NC_017628.1	RefSeq	gene	1911195	1911602	.	+	.	ID=gene-ECOK1_RS09780;Name=nudG;gbkey=Gene;gene=nudG;gene_biotype=protein_coding;locus_tag=ECOK1_RS09780;old_locus_tag=ECOK1_1880	gene-ECOK1_RS09780	nudG	Gene	nudG	protein_coding		ECOK1_RS09780	ECOK1_1880	.
1825	NC_017628.1	RefSeq	gene	1911568	1911840	.	-	.	ID=gene-ECOK1_RS09785;Name=ynjH;gbkey=Gene;gene=ynjH;gene_biotype=protein_coding;locus_tag=ECOK1_RS09785;old_locus_tag=ECOK1_1879	gene-ECOK1_RS09785	ynjH	Gene	ynjH	protein_coding		ECOK1_RS09785	ECOK1_1879	.
1826	NC_017628.1	RefSeq	gene	1912076	1913419	.	+	.	ID=gene-ECOK1_RS09790;Name=gdhA;gbkey=Gene;gene=gdhA;gene_biotype=protein_coding;locus_tag=ECOK1_RS09790;old_locus_tag=ECOK1_1881	gene-ECOK1_RS09790	gdhA	Gene	gdhA	protein_coding		ECOK1_RS09790	ECOK1_1881	.
1827	NC_017628.1	RefSeq	gene	1913496	1915451	.	-	.	ID=gene-ECOK1_RS09795;Name=topB;gbkey=Gene;gene=topB;gene_biotype=protein_coding;locus_tag=ECOK1_RS09795;old_locus_tag=ECOK1_1882	gene-ECOK1_RS09795	topB	Gene	topB	protein_coding		ECOK1_RS09795	ECOK1_1882	.
1828	NC_017628.1	RefSeq	gene	1915456	1916499	.	-	.	ID=gene-ECOK1_RS09800;Name=selD;gbkey=Gene;gene=selD;gene_biotype=protein_coding;locus_tag=ECOK1_RS09800;old_locus_tag=ECOK1_1883	gene-ECOK1_RS09800	selD	Gene	selD	protein_coding		ECOK1_RS09800	ECOK1_1883	.
1829	NC_017628.1	RefSeq	gene	1916616	1917167	.	-	.	ID=gene-ECOK1_RS09810;Name=ydjA;gbkey=Gene;gene=ydjA;gene_biotype=protein_coding;locus_tag=ECOK1_RS09810;old_locus_tag=ECOK1_1884	gene-ECOK1_RS09810	ydjA	Gene	ydjA	protein_coding		ECOK1_RS09810	ECOK1_1884	.
1830	NC_017628.1	RefSeq	gene	1917328	1919184	.	+	.	ID=gene-ECOK1_RS09820;Name=sppA;gbkey=Gene;gene=sppA;gene_biotype=protein_coding;locus_tag=ECOK1_RS09820;old_locus_tag=ECOK1_1885	gene-ECOK1_RS09820	sppA	Gene	sppA	protein_coding		ECOK1_RS09820	ECOK1_1885	.
1831	NC_017628.1	RefSeq	gene	1919351	1920367	.	+	.	ID=gene-ECOK1_RS09825;Name=ansA;gbkey=Gene;gene=ansA;gene_biotype=protein_coding;locus_tag=ECOK1_RS09825;old_locus_tag=ECOK1_1886	gene-ECOK1_RS09825	ansA	Gene	ansA	protein_coding		ECOK1_RS09825	ECOK1_1886	.
1832	NC_017628.1	RefSeq	gene	1920378	1921019	.	+	.	ID=gene-ECOK1_RS09830;Name=pncA;gbkey=Gene;gene=pncA;gene_biotype=protein_coding;locus_tag=ECOK1_RS09830;old_locus_tag=ECOK1_1887	gene-ECOK1_RS09830	pncA	Gene	pncA	protein_coding		ECOK1_RS09830	ECOK1_1887	.
1833	NC_017628.1	RefSeq	gene	1921112	1922470	.	-	.	ID=gene-ECOK1_RS09835;Name=ydjE;gbkey=Gene;gene=ydjE;gene_biotype=protein_coding;locus_tag=ECOK1_RS09835;old_locus_tag=ECOK1_1888	gene-ECOK1_RS09835	ydjE	Gene	ydjE	protein_coding		ECOK1_RS09835	ECOK1_1888	.
1834	NC_017628.1	RefSeq	gene	1922588	1923346	.	-	.	ID=gene-ECOK1_RS09840;Name=ydjF;gbkey=Gene;gene=ydjF;gene_biotype=protein_coding;locus_tag=ECOK1_RS09840;old_locus_tag=ECOK1_1889	gene-ECOK1_RS09840	ydjF	Gene	ydjF	protein_coding		ECOK1_RS09840	ECOK1_1889	.
1835	NC_017628.1	RefSeq	gene	1923483	1924463	.	-	.	ID=gene-ECOK1_RS09845;Name=ydjG;gbkey=Gene;gene=ydjG;gene_biotype=protein_coding;locus_tag=ECOK1_RS09845;old_locus_tag=ECOK1_1890	gene-ECOK1_RS09845	ydjG	Gene	ydjG	protein_coding		ECOK1_RS09845	ECOK1_1890	.
1836	NC_017628.1	RefSeq	gene	1924473	1925420	.	-	.	ID=gene-ECOK1_RS09850;Name=ydjH;gbkey=Gene;gene=ydjH;gene_biotype=protein_coding;locus_tag=ECOK1_RS09850;old_locus_tag=ECOK1_1891	gene-ECOK1_RS09850	ydjH	Gene	ydjH	protein_coding		ECOK1_RS09850	ECOK1_1891	.
1837	NC_017628.1	RefSeq	gene	1925425	1926261	.	-	.	ID=gene-ECOK1_RS09855;Name=ydjI;gbkey=Gene;gene=ydjI;gene_biotype=protein_coding;locus_tag=ECOK1_RS09855;old_locus_tag=ECOK1_1892	gene-ECOK1_RS09855	ydjI	Gene	ydjI	protein_coding		ECOK1_RS09855	ECOK1_1892	.
1838	NC_017628.1	RefSeq	gene	1926282	1927325	.	-	.	ID=gene-ECOK1_RS09860;Name=ydjJ;gbkey=Gene;gene=ydjJ;gene_biotype=protein_coding;locus_tag=ECOK1_RS09860;old_locus_tag=ECOK1_1893	gene-ECOK1_RS09860	ydjJ	Gene	ydjJ	protein_coding		ECOK1_RS09860	ECOK1_1893	.
1839	NC_017628.1	RefSeq	gene	1927342	1928721	.	-	.	ID=gene-ECOK1_RS09865;Name=ydjK;gbkey=Gene;gene=ydjK;gene_biotype=protein_coding;locus_tag=ECOK1_RS09865;old_locus_tag=ECOK1_1894	gene-ECOK1_RS09865	ydjK	Gene	ydjK	protein_coding		ECOK1_RS09865	ECOK1_1894	.
1840	NC_017628.1	RefSeq	gene	1928748	1929824	.	-	.	ID=gene-ECOK1_RS09870;Name=ydjL;gbkey=Gene;gene=ydjL;gene_biotype=protein_coding;locus_tag=ECOK1_RS09870;old_locus_tag=ECOK1_1895	gene-ECOK1_RS09870	ydjL	Gene	ydjL	protein_coding		ECOK1_RS09870	ECOK1_1895	.
1841	NC_017628.1	RefSeq	gene	1930194	1930466	.	-	.	ID=gene-ECOK1_RS09875;Name=yeaC;gbkey=Gene;gene=yeaC;gene_biotype=protein_coding;locus_tag=ECOK1_RS09875;old_locus_tag=ECOK1_1896	gene-ECOK1_RS09875	yeaC	Gene	yeaC	protein_coding		ECOK1_RS09875	ECOK1_1896	.
1842	NC_017628.1	RefSeq	gene	1930508	1930921	.	-	.	ID=gene-ECOK1_RS09880;Name=msrB;gbkey=Gene;gene=msrB;gene_biotype=protein_coding;locus_tag=ECOK1_RS09880;old_locus_tag=ECOK1_1897	gene-ECOK1_RS09880	msrB	Gene	msrB	protein_coding		ECOK1_RS09880	ECOK1_1897	.
1843	NC_017628.1	RefSeq	gene	1931263	1932258	.	+	.	ID=gene-ECOK1_RS09885;Name=gapA;gbkey=Gene;gene=gapA;gene_biotype=protein_coding;locus_tag=ECOK1_RS09885;old_locus_tag=ECOK1_1898	gene-ECOK1_RS09885	gapA	Gene	gapA	protein_coding		ECOK1_RS09885	ECOK1_1898	.
1844	NC_017628.1	RefSeq	gene	1932342	1933226	.	+	.	ID=gene-ECOK1_RS09890;Name=yeaD;gbkey=Gene;gene=yeaD;gene_biotype=protein_coding;locus_tag=ECOK1_RS09890;old_locus_tag=ECOK1_1899	gene-ECOK1_RS09890	yeaD	Gene	yeaD	protein_coding		ECOK1_RS09890	ECOK1_1899	.
1845	NC_017628.1	RefSeq	gene	1933277	1934131	.	-	.	ID=gene-ECOK1_RS09895;Name=yeaE;gbkey=Gene;gene=yeaE;gene_biotype=protein_coding;locus_tag=ECOK1_RS09895;old_locus_tag=ECOK1_1900	gene-ECOK1_RS09895	yeaE	Gene	yeaE	protein_coding		ECOK1_RS09895	ECOK1_1900	.
1846	NC_017628.1	RefSeq	gene	1934221	1934967	.	-	.	ID=gene-ECOK1_RS09900;Name=mipA;gbkey=Gene;gene=mipA;gene_biotype=protein_coding;locus_tag=ECOK1_RS09900;old_locus_tag=ECOK1_1901	gene-ECOK1_RS09900	mipA	Gene	mipA	protein_coding		ECOK1_RS09900	ECOK1_1901	.
1847	NC_017628.1	RefSeq	gene	1935403	1937337	.	+	.	ID=gene-ECOK1_RS09905;Name=yeaG;gbkey=Gene;gene=yeaG;gene_biotype=protein_coding;locus_tag=ECOK1_RS09905;old_locus_tag=ECOK1_1902	gene-ECOK1_RS09905	yeaG	Gene	yeaG	protein_coding		ECOK1_RS09905	ECOK1_1902	.
1848	NC_017628.1	RefSeq	gene	1937450	1938733	.	+	.	ID=gene-ECOK1_RS09910;Name=yeaH;gbkey=Gene;gene=yeaH;gene_biotype=protein_coding;locus_tag=ECOK1_RS09910;old_locus_tag=ECOK1_1903	gene-ECOK1_RS09910	yeaH	Gene	yeaH	protein_coding		ECOK1_RS09910	ECOK1_1903	.
1849	NC_017628.1	RefSeq	gene	1938880	1940355	.	+	.	ID=gene-ECOK1_RS09915;Name=cdgI;gbkey=Gene;gene=cdgI;gene_biotype=protein_coding;locus_tag=ECOK1_RS09915;old_locus_tag=ECOK1_1904	gene-ECOK1_RS09915	cdgI	Gene	cdgI	protein_coding		ECOK1_RS09915	ECOK1_1904	.
1850	NC_017628.1	RefSeq	gene	1940536	1942026	.	+	.	ID=gene-ECOK1_RS09920;Name=dgcJ;gbkey=Gene;gene=dgcJ;gene_biotype=protein_coding;locus_tag=ECOK1_RS09920;old_locus_tag=ECOK1_1905	gene-ECOK1_RS09920	dgcJ	Gene	dgcJ	protein_coding		ECOK1_RS09920	ECOK1_1905	.
1851	NC_017628.1	RefSeq	gene	1942069	1942572	.	+	.	ID=gene-ECOK1_RS09925;Name=yeaK;gbkey=Gene;gene=yeaK;gene_biotype=protein_coding;locus_tag=ECOK1_RS09925;old_locus_tag=ECOK1_1906	gene-ECOK1_RS09925	yeaK	Gene	yeaK	protein_coding		ECOK1_RS09925	ECOK1_1906	.
1852	NC_017628.1	RefSeq	gene	1942573	1942677	.	-	.	ID=gene-ECOK1_RS09930;Name=yoaI;gbkey=Gene;gene=yoaI;gene_biotype=protein_coding;locus_tag=ECOK1_RS09930;old_locus_tag=ECOK1_1907	gene-ECOK1_RS09930	yoaI	Gene	yoaI	protein_coding		ECOK1_RS09930	ECOK1_1907	.
1853	NC_017628.1	RefSeq	gene	1942847	1943293	.	+	.	ID=gene-ECOK1_RS09935;Name=yeaL;gbkey=Gene;gene=yeaL;gene_biotype=protein_coding;locus_tag=ECOK1_RS09935;old_locus_tag=ECOK1_1909	gene-ECOK1_RS09935	yeaL	Gene	yeaL	protein_coding		ECOK1_RS09935	ECOK1_1909	.
1854	NC_017628.1	RefSeq	gene	1943250	1944071	.	-	.	ID=gene-ECOK1_RS09940;Name=nimR;gbkey=Gene;gene=nimR;gene_biotype=protein_coding;locus_tag=ECOK1_RS09940;old_locus_tag=ECOK1_1908	gene-ECOK1_RS09940	nimR	Gene	nimR	protein_coding		ECOK1_RS09940	ECOK1_1908	.
1855	NC_017628.1	RefSeq	gene	1944168	1945349	.	+	.	ID=gene-ECOK1_RS09945;Name=nimT;gbkey=Gene;gene=nimT;gene_biotype=protein_coding;locus_tag=ECOK1_RS09945;old_locus_tag=ECOK1_1910	gene-ECOK1_RS09945	nimT	Gene	nimT	protein_coding		ECOK1_RS09945	ECOK1_1910	.
1856	NC_017628.1	RefSeq	gene	1945404	1945751	.	+	.	ID=gene-ECOK1_RS09950;Name=yeaO;gbkey=Gene;gene=yeaO;gene_biotype=protein_coding;locus_tag=ECOK1_RS09950;old_locus_tag=ECOK1_1911	gene-ECOK1_RS09950	yeaO	Gene	yeaO	protein_coding		ECOK1_RS09950	ECOK1_1911	.
1857	NC_017628.1	RefSeq	gene	1945773	1946027	.	-	.	ID=gene-ECOK1_RS09955;Name=yoaF;gbkey=Gene;gene=yoaF;gene_biotype=protein_coding;locus_tag=ECOK1_RS09955;old_locus_tag=ECOK1_1912	gene-ECOK1_RS09955	yoaF	Gene	yoaF	protein_coding		ECOK1_RS09955	ECOK1_1912	.
1858	NC_017628.1	RefSeq	gene	1946210	1947235	.	+	.	ID=gene-ECOK1_RS09960;Name=dgcP;gbkey=Gene;gene=dgcP;gene_biotype=protein_coding;locus_tag=ECOK1_RS09960;old_locus_tag=ECOK1_1913	gene-ECOK1_RS09960	dgcP	Gene	dgcP	protein_coding		ECOK1_RS09960	ECOK1_1913	.
