	chrom	start	end	Name	gieStain
2417	NC_017628.1	2584209	2585099	arnD	.
2418	NC_017628.1	2585099	2586751	arnT	.
2419	NC_017628.1	2586748	2587083	arnE	.
2420	NC_017628.1	2587083	2587469	arnF	.
2421	NC_017628.1	2587463	2587729	pmrD	.
2422	NC_017628.1	2587839	2589194	menE	.
2423	NC_017628.1	2589191	2590153	menC	.
2424	NC_017628.1	2590153	2591010	menB	.
2425	NC_017628.1	2591025	2591783	menH	.
2426	NC_017628.1	2591780	2593450	menD	.
2427	NC_017628.1	2593539	2594834	menF	.
2428	NC_017628.1	2594913	2595218	elaB	.
2429	NC_017628.1	2595273	2595734	elaA	.
2430	NC_017628.1	2595799	2596716	rbn	.
2431	NC_017628.1	2596837	2598579	yfbK	.
2432	NC_017628.1	2598717	2599688	yfbL	.
2433	NC_017628.1	2599791	2600294	yfbM	.
2434	NC_017628.1	2600361	2601818	nuoN	.
2435	NC_017628.1	2601825	2603354	nuoM	.
2436	NC_017628.1	2603518	2605359	nuoL	.
2437	NC_017628.1	2605356	2605658	nuoK	.
2438	NC_017628.1	2605655	2606209	nuoJ	.
2439	NC_017628.1	2606221	2606763	nuoI	.
2440	NC_017628.1	2606778	2607755	nuoH	.
2441	NC_017628.1	2607752	2610478	nuoG	.
2442	NC_017628.1	2610531	2611868	nuoF	.
2443	NC_017628.1	2611865	2612365	nuoE	.
2444	NC_017628.1	2612368	2614170	nuoC	.
2445	NC_017628.1	2614264	2614926	nuoB	.
2446	NC_017628.1	2614942	2615385	nuoA	.
2447	NC_017628.1	2616015	2616953	lrhA	.
2448	NC_017628.1	2617873	2619090	alaA	.
2449	NC_017628.1	2619174	2619773	yfbR	.
2450	NC_017628.1	2619832	2621664	yfbS	.
2451	NC_017628.1	2621751	2622401	hxpA	.
2452	NC_017628.1	2622412	2622906	yfbU	.
2453	NC_017628.1	2622989	2623444	yfbV	.
2454	NC_017628.1	2623782	2624984	ackA	.
2455	NC_017628.1	2625059	2627203	pta	.
2456	NC_017628.1	2627393	2628913	yfcC	.
2457	NC_017628.1	2628946	2629488	yfcD	.
2458	NC_017628.1	2629546	2630097	yfcE	.
2459	NC_017628.1	2630153	2630797	yfcF	.
2460	NC_017628.1	2630933	2631580	yfcG	.
2461	NC_017628.1	2631637	2631999	folX	.
2462	NC_017628.1	2632020	2632913	yfcH	.
2463	NC_017628.1	2632961	2633851	rpnB	.
2464	NC_017628.1	2634047	2634820	hisP	.
2465	NC_017628.1	2634828	2635544	hisM	.
2466	NC_017628.1	2635541	2636227	hisQ	.
2467	NC_017628.1	2636317	2637099	hisJ	.
2468	NC_017628.1	2637320	2638102	argT	.
2469	NC_017628.1	2638368	2638937	ubiX	.
2470	NC_017628.1	2639032	2640549	purF	.
2471	NC_017628.1	2640586	2641074	cvpA	.
2472	NC_017628.1	2641606	2642268	dedD	.
2473	NC_017628.1	2642258	2643526	folC	.
2474	NC_017628.1	2643596	2644510	accD	.
2475	NC_017628.1	2644666	2645325	dedA	.
2476	NC_017628.1	2645408	2646220	truA	.
2477	NC_017628.1	2646220	2647233	usg	.
2478	NC_017628.1	2647299	2648411	pdxB	.
2479	NC_017628.1	2648615	2649619	ECOK1_RS13305	.
2480	NC_017628.1	2649716	2650045	ECOK1_RS13310	.
2481	NC_017628.1	2650150	2650437	ECOK1_RS13315	.
2482	NC_017628.1	2650444	2650650	ECOK1_RS13320	.
2483	NC_017628.1	2650903	2651244	ECOK1_RS13325	.
2484	NC_017628.1	2651255	2651542	ECOK1_RS13330	.
2485	NC_017628.1	2651554	2651796	ECOK1_RS13335	.
2486	NC_017628.1	2651793	2651906	ECOK1_RS28445	.
2487	NC_017628.1	2651993	2652196	ECOK1_RS13345	.
2488	NC_017628.1	2652193	2652459	ECOK1_RS13350	.
2489	NC_017628.1	2652456	2652755	ECOK1_RS13355	.
2490	NC_017628.1	2653078	2653269	ECOK1_RS29145	.
2491	NC_017628.1	2653381	2653746	ECOK1_RS13365	.
2492	NC_017628.1	2653753	2656560	ECOK1_RS13370	.
2493	NC_017628.1	2656637	2657596	ECOK1_RS13375	.
2494	NC_017628.1	2657601	2657912	ECOK1_RS13380	.
2495	NC_017628.1	2657976	2658566	ECOK1_RS13385	.
2496	NC_017628.1	2659057	2660103	ECOK1_RS13390	.
2497	NC_017628.1	2660103	2661854	ECOK1_RS13395	.
2498	NC_017628.1	2662009	2662845	ECOK1_RS13400	.
2499	NC_017628.1	2662869	2663921	ECOK1_RS13405	.
2500	NC_017628.1	2663967	2664767	gpM	.
2501	NC_017628.1	2664869	2665363	ECOK1_RS13415	.
2502	NC_017628.1	2665363	2665563	ECOK1_RS13420	.
2503	NC_017628.1	2665566	2665889	ECOK1_RS13425	.
2504	NC_017628.1	2665944	2666489	ECOK1_RS13430	.
2505	NC_017628.1	2666486	2666893	ECOK1_RS13435	.
2506	NC_017628.1	2667031	2667498	ECOK1_RS13440	.
2507	NC_017628.1	2667491	2668126	ECOK1_RS13445	.
2508	NC_017628.1	2668138	2668704	ECOK1_RS13450	.
2509	NC_017628.1	2668701	2669051	ECOK1_RS13455	.
2510	NC_017628.1	2669055	2669951	ECOK1_RS13460	.
2511	NC_017628.1	2669944	2670474	ECOK1_RS13465	.
2512	NC_017628.1	2670477	2672627	ECOK1_RS13470	.
2513	NC_017628.1	2672631	2673158	ECOK1_RS13475	.
2514	NC_017628.1	2673187	2673720	ECOK1_RS13480	.
2515	NC_017628.1	2674499	2675098	ECOK1_RS13485	.
2516	NC_017628.1	2675127	2675615	ECOK1_RS13490	.
2517	NC_017628.1	2675628	2678435	ECOK1_RS13495	.
2518	NC_017628.1	2678422	2678577	ECOK1_RS28460	.
2519	NC_017628.1	2678586	2678951	ECOK1_RS13505	.
2520	NC_017628.1	2679006	2679518	ECOK1_RS13510	.
2521	NC_017628.1	2679518	2680702	ECOK1_RS13515	.
2522	NC_017628.1	2680860	2681960	ECOK1_RS13520	.
2523	NC_017628.1	2682081	2683103	ECOK1_RS13525	.
2524	NC_017628.1	2683295	2683555	ECOK1_RS13530	.
2525	NC_017628.1	2683746	2683886	ECOK1_RS13535	.
2526	NC_017628.1	2684148	2684480	ECOK1_RS13540	.
2527	NC_017628.1	2684485	2685378	ECOK1_RS26865	.
2528	NC_017628.1	2685646	2686641	flk	.
2529	NC_017628.1	2686638	2687816	yfcJ	.
2530	NC_017628.1	2688081	2689301	fabB	.
2531	NC_017628.1	2689460	2691466	mnmC	.
2532	NC_017628.1	2691587	2691865	yfcL	.
2533	NC_017628.1	2691899	2692447	epmC	.
2534	NC_017628.1	2692447	2693256	yfcA	.
2535	NC_017628.1	2693256	2694080	mepA	.
2536	NC_017628.1	2694084	2695169	aroC	.
2537	NC_017628.1	2695204	2696136	prmB	.
2538	NC_017628.1	2696302	2696853	smrB	.
2539	NC_017628.1	2697173	2698015	ECOK1_RS13610	.
2540	NC_017628.1	2698017	2698544	ECOK1_RS13615	.
2541	NC_017628.1	2698541	2699020	ECOK1_RS13620	.
2542	NC_017628.1	2699017	2699520	ECOK1_RS13625	.
2543	NC_017628.1	2699537	2700289	ECOK1_RS13630	.
2544	NC_017628.1	2700309	2702933	ECOK1_RS13635	.
2545	NC_017628.1	2702831	2703580	ECOK1_RS13640	.
2546	NC_017628.1	2704146	2704631	sixA	.
2547	NC_017628.1	2704834	2706978	fadJ	.
2548	NC_017628.1	2706978	2708288	fadI	.
2549	NC_017628.1	2708469	2708753	yfcZ	.
2550	NC_017628.1	2709125	2710465	fadL	.
2551	NC_017628.1	2710523	2711278	mlaA	.
2552	NC_017628.1	2711572	2712504	yfdC	.
2553	NC_017628.1	2712580	2712654	ECOK1_RS13680	.
2554	NC_017628.1	2712816	2713973	intS	.
2555	NC_017628.1	2714213	2714548	ECOK1_RS29155	.
2556	NC_017628.1	2715108	2718053	ECOK1_RS13695	.
2557	NC_017628.1	2718154	2719077	ECOK1_RS13700	.
2558	NC_017628.1	2719341	2719481	ECOK1_RS13705	.
2559	NC_017628.1	2719587	2719844	ECOK1_RS13710	.
2560	NC_017628.1	2719868	2720116	ECOK1_RS13715	.
2561	NC_017628.1	2720159	2720758	ECOK1_RS13720	.
2562	NC_017628.1	2720743	2721162	ECOK1_RS13725	.
2563	NC_017628.1	2721185	2721508	ECOK1_RS13730	.
2564	NC_017628.1	2721509	2723668	ECOK1_RS13735	.
2565	NC_017628.1	2723668	2725017	ECOK1_RS13740	.
2566	NC_017628.1	2725028	2725720	ECOK1_RS13745	.
2567	NC_017628.1	2725723	2726178	ECOK1_RS13750	.
2568	NC_017628.1	2726178	2726879	ECOK1_RS13755	.
2569	NC_017628.1	2726879	2728297	ECOK1_RS13760	.
2570	NC_017628.1	2728307	2728768	ECOK1_RS13765	.
2571	NC_017628.1	2728749	2728937	ECOK1_RS13770	.
2572	NC_017628.1	2728979	2730232	ECOK1_RS13775	.
2573	NC_017628.1	2730251	2731144	ECOK1_RS13780	.
2574	NC_017628.1	2731235	2733433	ECOK1_RS13785	.
2575	NC_017628.1	2733435	2734850	ECOK1_RS13790	.
2576	NC_017628.1	2734847	2735287	ECOK1_RS13795	.
2577	NC_017628.1	2735290	2735532	ECOK1_RS13800	.
2578	NC_017628.1	2735760	2736302	ECOK1_RS13805	.
2579	NC_017628.1	2736508	2736660	ECOK1_RS28475	.
2580	NC_017628.1	2736648	2737085	ECOK1_RS28480	.
2581	NC_017628.1	2737082	2737558	ECOK1_RS13820	.
2582	NC_017628.1	2737542	2737865	ECOK1_RS13825	.
2583	NC_017628.1	2738462	2738980	ECOK1_RS13830	.
2584	NC_017628.1	2738977	2739165	ECOK1_RS13835	.
2585	NC_017628.1	2739162	2739524	ECOK1_RS13840	.
2586	NC_017628.1	2739521	2739811	ECOK1_RS13845	.
2587	NC_017628.1	2739811	2740533	ECOK1_RS13850	.
2588	NC_017628.1	2740526	2740702	ECOK1_RS13855	.
2589	NC_017628.1	2740695	2741042	ECOK1_RS13860	.
2590	NC_017628.1	2741045	2741221	ECOK1_RS13865	.
2591	NC_017628.1	2741218	2741658	ECOK1_RS13870	.
2592	NC_017628.1	2741933	2743309	ECOK1_RS13880	.
2593	NC_017628.1	2743306	2744193	ECOK1_RS13885	.
2594	NC_017628.1	2744256	2744528	ECOK1_RS13890	.
2595	NC_017628.1	2744551	2744844	ECOK1_RS13895	.
2596	NC_017628.1	2744953	2745138	ECOK1_RS13900	.
2597	NC_017628.1	2745219	2745869	ECOK1_RS13905	.
2598	NC_017628.1	2745990	2746379	ECOK1_RS28485	.
2599	NC_017628.1	2746391	2746690	ECOK1_RS13910	.
2600	NC_017628.1	2746769	2746969	ECOK1_RS13915	.
2601	NC_017628.1	2747028	2747450	ECOK1_RS13920	.
2602	NC_017628.1	2748634	2748765	ECOK1_RS13930	.
2603	NC_017628.1	2748750	2748902	kil	.
2604	NC_017628.1	2749159	2749764	ECOK1_RS13950	.
2605	NC_017628.1	2749764	2750147	ECOK1_RS13955	.
2606	NC_017628.1	2750171	2750467	ECOK1_RS13960	.
2607	NC_017628.1	2750562	2751080	ECOK1_RS13970	.
2608	NC_017628.1	2751077	2751376	ECOK1_RS13975	.
2609	NC_017628.1	2751378	2751950	ECOK1_RS13980	.
2610	NC_017628.1	2751950	2752234	ECOK1_RS13985	.
2611	NC_017628.1	2752227	2752511	ECOK1_RS13990	.
2612	NC_017628.1	2752584	2752751	ECOK1_RS13995	.
2613	NC_017628.1	2752809	2753009	torI	.
2614	NC_017628.1	2753196	2754131	dsdC	.
2615	NC_017628.1	2754349	2755686	dsdX	.
2616	NC_017628.1	2755704	2757032	dsdA	.
2617	NC_017628.1	2757140	2758678	emrY	.
2618	NC_017628.1	2758678	2759841	emrK	.
2619	NC_017628.1	2760257	2760871	evgA	.
2620	NC_017628.1	2760876	2764469	evgS	.
2621	NC_017628.1	2764525	2765670	yfdE	.
2622	NC_017628.1	2765744	2766688	yfdV	.
2623	NC_017628.1	2766758	2768452	oxc	.
2624	NC_017628.1	2768506	2769756	frc	.
2625	NC_017628.1	2770268	2770903	yfdX	.
2626	NC_017628.1	2771199	2771474	ypdI	.
2627	NC_017628.1	2771551	2771793	yfdY	.
2628	NC_017628.1	2772146	2773066	lpxP	.
2629	NC_017628.1	2773422	2773493	ypdK	.
2630	NC_017628.1	2773558	2774796	alaC	.
2631	NC_017628.1	2775173	2776870	ypdA	.
2632	NC_017628.1	2776885	2777622	ypdB	.
2633	NC_017628.1	2777635	2778492	ypdC	.
2634	NC_017628.1	2778495	2780990	ptsP	.
2635	NC_017628.1	2781015	2782052	ypdE	.
2636	NC_017628.1	2782052	2783137	ypdF	.
2637	NC_017628.1	2783153	2784400	fryC	.
2638	NC_017628.1	2784422	2784748	fryB	.
2639	NC_017628.1	2784967	2785932	glk	.
2640	NC_017628.1	2786136	2787392	yfeO	.
2641	NC_017628.1	2787507	2787833	ypeC	.
2642	NC_017628.1	2787974	2789212	mntH	.
2643	NC_017628.1	2789548	2790750	nupC	.
2644	NC_017628.1	2790800	2792989	pdeA	.
2645	NC_017628.1	2793196	2793271	ECOK1_RS14165	.
2646	NC_017628.1	2793311	2793386	ECOK1_RS14170	.
2647	NC_017628.1	2793607	2793966	yfeC	.
2648	NC_017628.1	2793968	2794360	yfeD	.
2649	NC_017628.1	2794411	2795826	gltX	.
2650	NC_017628.1	2796085	2796160	ECOK1_RS14190	.
2651	NC_017628.1	2796205	2796280	ECOK1_RS14195	.
2652	NC_017628.1	2796327	2796402	ECOK1_RS14200	.
2653	NC_017628.1	2796407	2796482	ECOK1_RS14205	.
2654	NC_017628.1	2796593	2797477	xapR	.
2655	NC_017628.1	2797518	2797676	ECOK1_RS14215	.
2656	NC_017628.1	2797729	2798985	xapB	.
2657	NC_017628.1	2799046	2799879	xapA	.
2658	NC_017628.1	2800128	2800892	yfeN	.
2659	NC_017628.1	2800931	2801857	yfeR	.
2660	NC_017628.1	2801947	2802945	yfeH	.
2661	NC_017628.1	2802942	2803160	ypeB	.
2662	NC_017628.1	2803162	2805177	ligA	.
2663	NC_017628.1	2805248	2806246	zipA	.
2664	NC_017628.1	2806476	2807237	cysZ	.
2665	NC_017628.1	2807422	2808393	cysK	.
2666	NC_017628.1	2808777	2809034	ptsH	.
2667	NC_017628.1	2809079	2810806	ptsI	.
2668	NC_017628.1	2810847	2811356	crr	.
2669	NC_017628.1	2811399	2812250	pdxK	.
2670	NC_017628.1	2812355	2812723	yfeK	.
2671	NC_017628.1	2812726	2813637	cysM	.
2672	NC_017628.1	2813772	2814869	cysA	.
2673	NC_017628.1	2814859	2815734	cysW	.
2674	NC_017628.1	2815734	2816567	cysT	.
2675	NC_017628.1	2816567	2817583	cysP	.
2676	NC_017628.1	2817741	2818532	ucpA	.
2677	NC_017628.1	2818812	2819708	murQ	.
2678	NC_017628.1	2819712	2821136	murP	.
2679	NC_017628.1	2821314	2822213	yfeX	.
2680	NC_017628.1	2822309	2822884	yfeY	.
2681	NC_017628.1	2822945	2823394	yfeZ	.
2682	NC_017628.1	2823381	2823806	ypeA	.
2683	NC_017628.1	2824020	2824889	amiA	.
2684	NC_017628.1	2824893	2825792	hemF	.
2685	NC_017628.1	2825798	2826850	eutR	.
2686	NC_017628.1	2826896	2827396	eutK	.
2687	NC_017628.1	2827409	2828068	eutL	.
2688	NC_017628.1	2828078	2828965	eutC	.
2689	NC_017628.1	2828986	2830347	eutB	.
2690	NC_017628.1	2830359	2831762	eutA	.
2691	NC_017628.1	2831759	2832985	eutH	.
2692	NC_017628.1	2833202	2834389	eutG	.
2693	NC_017628.1	2834379	2835215	eutJ	.
2694	NC_017628.1	2835226	2836629	eutE	.
2695	NC_017628.1	2836641	2836928	eutN	.
2696	NC_017628.1	2837035	2837328	eutM	.
2697	NC_017628.1	2837367	2838383	pta	.
2698	NC_017628.1	2838380	2839183	eutT	.
2699	NC_017628.1	2839180	2839881	eutQ	.
2700	NC_017628.1	2839856	2840335	eutP	.
2701	NC_017628.1	2840348	2840683	eutS	.
2702	NC_017628.1	2840976	2843255	maeB	.
2703	NC_017628.1	2843544	2844494	tal	.
2704	NC_017628.1	2844514	2846517	tkt	.
2705	NC_017628.1	2846594	2847637	ypfG	.
2706	NC_017628.1	2847763	2848338	nudK	.
2707	NC_017628.1	2848406	2850385	aegA	.
2708	NC_017628.1	2850591	2852291	narQ	.
2709	NC_017628.1	2852455	2855568	acrD	.
2710	NC_017628.1	2855667	2855726	ypfM	.
2711	NC_017628.1	2856107	2856463	yffB	.
2712	NC_017628.1	2856467	2857594	dapE	.
2713	NC_017628.1	2857622	2857822	ypfN	.
2714	NC_017628.1	2857903	2858601	ypfH	.
2715	NC_017628.1	2858675	2860690	tmcA	.
2716	NC_017628.1	2860705	2861568	ypfJ	.
2717	NC_017628.1	2861736	2862449	purC	.
2718	NC_017628.1	2862662	2863696	bamC	.
2719	NC_017628.1	2863713	2864591	dapA	.
2720	NC_017628.1	2864737	2865309	gcvR	.
2721	NC_017628.1	2865309	2865779	bcp	.
2722	NC_017628.1	2865878	2866939	yfgO	.
2723	NC_017628.1	2867152	2868615	bepA	.
2724	NC_017628.1	2868636	2868995	arsC	.
2725	NC_017628.1	2869133	2869834	hda	.
2726	NC_017628.1	2869929	2871218	uraA	.
2727	NC_017628.1	2871304	2871930	upp	.
2728	NC_017628.1	2872254	2873291	purM	.
2729	NC_017628.1	2873291	2873929	purN	.
2730	NC_017628.1	2874101	2876167	ppk1	.
2731	NC_017628.1	2876172	2877713	ppx	.
2732	NC_017628.1	2877752	2879995	pdeF	.
2733	NC_017628.1	2880177	2880329	ECOK1_RS28825	.
2734	NC_017628.1	2880347	2880538	yfgG	.
2735	NC_017628.1	2880849	2881367	yfgH	.
2736	NC_017628.1	2881383	2881922	yfgI	.
2737	NC_017628.1	2882141	2882623	ECOK1_RS14630	.
2738	NC_017628.1	2882620	2883249	ECOK1_RS14635	.
2739	NC_017628.1	2883239	2883547	ECOK1_RS14640	.
2740	NC_017628.1	2883534	2883938	ECOK1_RS14645	.
2741	NC_017628.1	2884245	2887364	ECOK1_RS14650	.
2742	NC_017628.1	2887560	2887817	ECOK1_RS14655	.
2743	NC_017628.1	2887842	2888348	ECOK1_RS14660	.
2744	NC_017628.1	2888338	2888781	ECOK1_RS14665	.
2745	NC_017628.1	2889203	2889898	ECOK1_RS14670	.
2746	NC_017628.1	2890039	2890671	ECOK1_RS14675	.
2747	NC_017628.1	2890770	2890931	ECOK1_RS14680	.
2748	NC_017628.1	2890961	2891812	ECOK1_RS14685	.
2749	NC_017628.1	2891814	2895203	ECOK1_RS14690	.
2750	NC_017628.1	2895203	2897950	ECOK1_RS14695	.
2751	NC_017628.1	2897950	2898528	ECOK1_RS14700	.
2752	NC_017628.1	2898528	2898992	ECOK1_RS14705	.
2753	NC_017628.1	2898992	2901463	ECOK1_RS14710	.
2754	NC_017628.1	2901463	2902068	ECOK1_RS14715	.
2755	NC_017628.1	2902068	2902391	ECOK1_RS14720	.
2756	NC_017628.1	2902442	2902777	ECOK1_RS14725	.
2757	NC_017628.1	2902788	2903225	ECOK1_RS14730	.
2758	NC_017628.1	2903277	2904263	ECOK1_RS14735	.
2759	NC_017628.1	2904278	2904973	ECOK1_RS14740	.
2760	NC_017628.1	2904976	2905272	ECOK1_RS14745	.
2761	NC_017628.1	2905269	2906948	ECOK1_RS14750	.
2762	NC_017628.1	2906963	2907169	ECOK1_RS14755	.
2763	NC_017628.1	2907597	2907673	ECOK1_RS14765	.
2764	NC_017628.1	2907872	2908294	ECOK1_RS14770	.
2765	NC_017628.1	2908338	2909813	ECOK1_RS14775	.
2766	NC_017628.1	2909810	2910484	ECOK1_RS14780	.
2767	NC_017628.1	2910524	2910862	ECOK1_RS14785	.
2768	NC_017628.1	2910855	2911136	ECOK1_RS14790	.
2769	NC_017628.1	2911129	2911413	ECOK1_RS14795	.
2770	NC_017628.1	2911413	2911985	ECOK1_RS14800	.
2771	NC_017628.1	2911987	2912286	ECOK1_RS14805	.
2772	NC_017628.1	2912283	2912804	ECOK1_RS14810	.
2773	NC_017628.1	2912866	2913213	ECOK1_RS14815	.
2774	NC_017628.1	2913331	2914116	ECOK1_RS14820	.
2775	NC_017628.1	2914113	2914904	ECOK1_RS14825	.
2776	NC_017628.1	2914920	2915120	ECOK1_RS14830	.
2777	NC_017628.1	2915271	2915501	ECOK1_RS14835	.
2778	NC_017628.1	2915656	2916240	ECOK1_RS14840	.
2779	NC_017628.1	2916394	2916546	ECOK1_RS28830	.
2780	NC_017628.1	2916549	2916848	ECOK1_RS14845	.
2781	NC_017628.1	2916845	2917051	ECOK1_RS14850	.
2782	NC_017628.1	2917048	2917869	ECOK1_RS14855	.
2783	NC_017628.1	2917866	2918747	ECOK1_RS14860	.
2784	NC_017628.1	2918797	2919045	ECOK1_RS14865	.
2785	NC_017628.1	2919203	2919454	ECOK1_RS14870	.
2786	NC_017628.1	2920093	2920287	ECOK1_RS14880	.
2787	NC_017628.1	2920291	2921541	ECOK1_RS14885	.
2788	NC_017628.1	2921734	2923311	guaA	.
2789	NC_017628.1	2923380	2924846	guaB	.
2790	NC_017628.1	2925008	2926384	xseA	.
2791	NC_017628.1	2926453	2934504	ECOK1_RS14905	.
2792	NC_017628.1	2934625	2935602	ECOK1_RS14910	.
2793	NC_017628.1	2935657	2937861	ECOK1_RS14915	.
2794	NC_017628.1	2938070	2938285	ECOK1_RS14920	.
2795	NC_017628.1	2938348	2939820	der	.
2796	NC_017628.1	2939938	2941116	bamB	.
2797	NC_017628.1	2941127	2941747	yfgM	.
2798	NC_017628.1	2941765	2943039	hisS	.
2799	NC_017628.1	2943150	2944268	ispG	.
2800	NC_017628.1	2944295	2945302	rodZ	.
2801	NC_017628.1	2945587	2946741	rlmN	.
2802	NC_017628.1	2946891	2947322	ndk	.
2803	NC_017628.1	2947471	2949783	pbpC	.
2804	NC_017628.1	2949784	2954745	yfhM	.
2805	NC_017628.1	2954952	2955797	sseA	.
2806	NC_017628.1	2956133	2956258	timP	.
2807	NC_017628.1	2956290	2957066	sseB	.
2808	NC_017628.1	2957208	2958491	pepB	.
2809	NC_017628.1	2958550	2958750	iscX	.
2810	NC_017628.1	2958762	2959097	fdx	.
2811	NC_017628.1	2959099	2960949	hscA	.
2812	NC_017628.1	2960966	2961481	hscB	.
2813	NC_017628.1	2961577	2961900	iscA	.
2814	NC_017628.1	2961917	2962303	iscU	.
2815	NC_017628.1	2962331	2963545	iscS	.
2816	NC_017628.1	2963657	2964145	iscR	.
2817	NC_017628.1	2964415	2965155	trmJ	.
2818	NC_017628.1	2965274	2966077	suhB	.
2819	NC_017628.1	2966222	2967076	yfhR	.
2820	NC_017628.1	2967267	2968547	csiE	.
2821	NC_017628.1	2968539	2969678	hcaT	.
2822	NC_017628.1	2970047	2970469	yphA	.
2823	NC_017628.1	2970629	2971501	yphB	.
2824	NC_017628.1	2971513	2972607	yphC	.
2825	NC_017628.1	2972640	2973638	yphD	.
2826	NC_017628.1	2973663	2975174	yphE	.
2827	NC_017628.1	2975197	2976180	yphF	.
2828	NC_017628.1	2976277	2979558	yphG	.
2829	NC_017628.1	2979676	2980869	yphH	.
2830	NC_017628.1	2980933	2982186	glyA	.
2831	NC_017628.1	2982515	2983705	hmpA	.
2832	NC_017628.1	2983750	2984088	glnB	.
2833	NC_017628.1	2984149	2985483	glrR	.
2834	NC_017628.1	2985473	2986186	qseG	.
2835	NC_017628.1	2986351	2987778	qseE	.
2836	NC_017628.1	2988354	2992241	purL	.
2837	NC_017628.1	2992501	2994057	mltF	.
2838	NC_017628.1	2994054	2994557	tadA	.
2839	NC_017628.1	2994615	2995250	yfhb	.
2840	NC_017628.1	2995459	2996307	yfhH	.
2841	NC_017628.1	2996363	2996623	yfhL	.
2842	NC_017628.1	2996817	2996897	shoB	.
2843	NC_017628.1	2997318	2997698	acpS	.
2844	NC_017628.1	2997698	2998429	pdxJ	.
2845	NC_017628.1	2998441	2999169	recO	.
2846	NC_017628.1	2999181	3000086	era	.
2847	NC_017628.1	3000083	3000763	rnc	.
2848	NC_017628.1	3001030	3002004	lepB	.
2849	NC_017628.1	3002020	3003819	lepA	.
2850	NC_017628.1	3004017	3004496	rseC	.
2851	NC_017628.1	3004493	3005449	rseB	.
2852	NC_017628.1	3005449	3006099	rseA	.
2853	NC_017628.1	3006132	3006707	rpoE	.
2854	NC_017628.1	3006704	3006859	rseD	.
2855	NC_017628.1	3007115	3008737	nadB	.
2856	NC_017628.1	3008722	3009459	trmN	.
2857	NC_017628.1	3009591	3010925	srmB	.
2858	NC_017628.1	3010958	3011839	yfiE	.
2859	NC_017628.1	3011942	3012529	eamB	.
2860	NC_017628.1	3012585	3012968	grcA	.
2861	NC_017628.1	3013273	3013962	ung	.
2862	NC_017628.1	3014010	3015047	yfiF	.
2863	NC_017628.1	3015254	3015673	trxC	.
2864	NC_017628.1	3015742	3016440	tapT	.
2865	NC_017628.1	3016472	3019132	pat	.
2866	NC_017628.1	3019246	3020601	pssA	.
2867	NC_017628.1	3020647	3020970	yfiM	.
2868	NC_017628.1	3020967	3022265	kgtP	.
2869	NC_017628.1	3023856	3023971	rrf	.
2870	NC_017628.1	3024072	3026975	ECOK1_RS15320	.
2871	NC_017628.1	3027169	3027244	ECOK1_RS15325	.
2872	NC_017628.1	3027330	3028871	ECOK1_RS15330	.
2873	NC_017628.1	3029314	3031887	clpB	.
2874	NC_017628.1	3032017	3032748	yfiH	.
2875	NC_017628.1	3032745	3033725	rluD	.
2876	NC_017628.1	3033860	3034597	bamD	.
2877	NC_017628.1	3034867	3035208	raiA	.
2878	NC_017628.1	3035312	3035359	pheL	.
2879	NC_017628.1	3035458	3036618	pheA	.
2880	NC_017628.1	3036661	3037782	tyrA	.
2881	NC_017628.1	3037793	3038863	aroF	.
2882	NC_017628.1	3039073	3039438	yfiL	.
2883	NC_017628.1	3039587	3040105	yfiR	.
2884	NC_017628.1	3040095	3041321	dgcN	.
2885	NC_017628.1	3041337	3041819	yfiB	.
2886	NC_017628.1	3041896	3042243	rplS	.
2887	NC_017628.1	3042285	3043052	trmD	.
2888	NC_017628.1	3043083	3043631	rimM	.
2889	NC_017628.1	3043650	3043898	rpsP	.
2890	NC_017628.1	3044035	3045396	ffh	.
2891	NC_017628.1	3045563	3046354	ypjD	.
2892	NC_017628.1	3046375	3047661	yfjD	.
2893	NC_017628.1	3047716	3048309	grpE	.
2894	NC_017628.1	3048432	3049310	nadK	.
2895	NC_017628.1	3049396	3051057	recN	.
2896	NC_017628.1	3051206	3051547	bamE	.
2897	NC_017628.1	3051609	3051899	yfjF	.
2898	NC_017628.1	3051889	3052326	ratA	.
2899	NC_017628.1	3052497	3052979	smpB	.
2900	NC_017628.1	3053194	3053556	ssrA	.
2901	NC_017628.1	3054136	3054924	ECOK1_RS15480	.
2902	NC_017628.1	3055012	3055305	ECOK1_RS15485	.
2903	NC_017628.1	3055516	3056289	ECOK1_RS15490	.
2904	NC_017628.1	3057341	3059230	ECOK1_RS15500	.
2905	NC_017628.1	3059484	3059975	ECOK1_RS15510	.
2906	NC_017628.1	3059975	3060577	tfaE	.
2907	NC_017628.1	3060549	3060992	ECOK1_RS15520	.
2908	NC_017628.1	3060995	3061738	ECOK1_RS15525	.
2909	NC_017628.1	3061742	3062326	ymfQ	.
2910	NC_017628.1	3062317	3063375	ECOK1_RS15535	.
2911	NC_017628.1	3063362	3063787	ECOK1_RS15540	.
2912	NC_017628.1	3063787	3064335	ECOK1_RS15545	.
2913	NC_017628.1	3064335	3065414	ECOK1_RS15550	.
2914	NC_017628.1	3065411	3066739	ECOK1_RS15555	.
2915	NC_017628.1	3066800	3068635	ECOK1_RS15560	.
2916	NC_017628.1	3068777	3069046	ECOK1_RS15565	.
2917	NC_017628.1	3069046	3069402	ECOK1_RS15570	.
